$n$ $b$ $t$[ms] Bw[GB/s]
4096 4      43.8748      1.52955 
4096 8      18.7978      3.57004 
4096 16      20.8552      3.21785 
4096 32      55.1269      1.21735 
4096 64      43.7247      1.53481 
4096 128      39.4881      1.69947 
4096 256       29.074      2.30821 
